="",="(1)",="",="(2)",="",="(3)",=""
="",="",="",="",="",="",=""
="0.comp#0.elig",="0.911",="(0.003)",="0.019",="(0.001)",="0.070",="(0.003)"
="0.comp#1.elig",="0.938",="(0.004)",="0.007",="(0.000)",="0.055",="(0.004)"
="1.comp#0.elig",="0.911",="(0.007)",="0.013",="(0.002)",="0.076",="(0.008)"
="1.comp#1.elig",="0.866",="(0.011)",="0.020",="(0.000)",="0.113",="(0.011)"
="Standard errors in parentheses"
